Title,Summary
['New Year Brings Some Relief To Crypto Investors'],"['Lido And Solana Outperform As Markets Rally By: Tarang Khaitan The first week of 2023 is shaping up to be a good one for crypto markets. Leading smart contract platform Ethereum saw its native token rise 5%, while Bitcoin, which recently turned 14, posted a more modest gain of 2%. Meanwhile, liquid staking giant Lido and embattled Layer 1 Solana outperformed the broader market, surging 45% and 38%, respectively, in the past week. Solana’s outperformance is likely attributable to the recently launched BONK memecoin, which has fueled a surge in network activity. The tax year for individual investors in the US ends on Dec. 31 every year. Shrewd crypto investors potentially turned to tax-loss harvesting to reduce or defer their federal tax bills, pressuring markets in December. Tax-loss harvesting refers to investors selling their investments at a loss to lower their capital gains for the year or to incur capital losses which can be used to offset future capital gains. Cryptocurrencies are currently exempt from the wash-sale rule, which prevents investors from repurchasing their sold assets for a period of 60 days. This is because cryptocurrencies are classified as property in the US, and the wash-sale applies only to securities. In 2022, investors had to endure what some commentators deem to be the worst crypto bear market ever, with the overall market capitalization of digital assets losing over $2T. The downtrend was exacerbated by centralized entities blowing up in tandem with numerous nine-figure bridge exploits. Global Markets Had A Volatile Year As Inflation Took Centre Stage Meanwhile, rising inflation, interest rates and other macroeconomic headwinds further soured investors’ appetite for risk assets like cryptocurrencies. Liquid staking derivatives (LSDs) have been a hot topic of discussion on crypto Twitter. Users believe that Ethereum’s upcoming Shanghai hard fork, which is slated for March, will allow liquid staking protocols to finally accrue fees. This is due to the inclusion of EIP-4895, which enables the withdrawal of staked ETH tokens. The governance tokens of these LSD protocols have rallied sharply in the past week. Lido DAO’s LDO surged 45%, Frax Finance’s FXS gained 16%, while Rocket Pool’s RPL saw an upswing of 16%. Stakewise’s SWISE token gained 70%. ']"
Title,Summary
['Grayscale To Consider Tender Offer If ETF Conversion Fails'],"['CEO Expects Court Decision Early Next Year By: Aleksandar Gilbert Grayscale Investments may seek to launch a tender offer for GBTC shares in the event a court rejects the company’s attempt to turn the world’s largest publicly traded crypto fund into an ETF. “We remain steadfast in our belief that the conversion of GBTC to an ETF is in the best interest of investors, and we remain 100% committed to that endeavor,” Grayscale CEO Michael Sonnenshein wrote in a letter to investors Monday. The Grayscale Bitcoin Trust holds almost $11B in bitcoin, but shares in the trust are trading far below the value of the bitcoin they represent, with a market capitalization of just $5.6B. That is mainly due to the fact that the trust’s legal structure precludes investors from redeeming their shares for the underlying bitcoin. Earlier this year, the U.S. Securities and Exchange Commission rejected Grayscale’s application to convert the trust into an exchange-traded fund (ETF), on the grounds that it failed to show investors would be protected from “fraudulent and manipulative acts and practices.” Conversion to an ETF would have allowed investors to redeem their shares for bitcoin. Should that happen, GBTC would, in theory, trade on par with the value of bitcoin held by the fund. Grayscale promptly sued the SEC. A three-judge panel on the D.C. Court of Appeals is expected to rule on the case early next year. Should Grayscale lose “in all applicable courts” and “conclude there is no possibility of legislative or regulatory clarity that would allow for the conversion of GBTC to an ETF within a reasonable timeframe,” the company would “explore other options to return a portion of GBTC’s capital to shareholders,” Sonnenshein wrote to investors. The only option mentioned in Sonnenshein’s letter – a tender offer, subject to SEC and shareholder approval, for 20% of the trust’s shares, which would allow Grayscale to purchase shareholders’ stock at a specified price and time, likely at a premium. Last year, Marlton LLC, an investment management firm holding a significant position in GBTC, sent Grayscale an open letter calling for a tender offer. “We believe a tender offer would materially narrow — if not eliminate — the discount to NAV, immediately offering stockholders confidence in the Sponsor’s ability to manage the Fund’s discount,” Marlton wrote. If it doesn’t receive the requisite approval for a tender offer, Grayscale would not dissolve GBTC, according to Sonnenshein, “but would instead continue to operate GBTC without an ongoing redemption program until we are successful in converting it to a spot bitcoin ETF.” ']"
Title,Summary
['Markets Slide As Fed Says Higher Rates Are Here To Stay'],"['ECB Follows With 50bps Hike By: Owen Fernau Markets turned lower after the Federal Reserve raised benchmark U.S. interest rates by 0.50% on Dec. 14 and the European Central Bank followed suit on Dec. 15. Bitcoin is down 1.2% in the last 24 hours. Ether, the second-largest crypto asset, is down 1%, and Binance’s BNB is down 0.6%. Major U.S. stock indices also took a bearish turn, with the Nasdaq, Dow Jones Industrials, and S&P 500 all closing down over 2% on the day. It’s been a rollercoaster week that started off in the green, with BTC and ETH hitting four-week highs after U.S. inflation numbers came in lower than expected on Dec. 13. The Fed’s 50 basis point hike comes after four straight raises of 0.75% this year, which have depressed crypto prices as liquidity has dried up and acted as an increasingly powerful magnet to attract capital away from DeFi to assets like U.S. Treasuries. While few were caught off guard by the 50 basis point raise, the most notable bearish signal was the Fed’s Summary of Economic Projections, which showed that 17 of 19 Fed officials anticipated the Federal Funds Rate to stay above 5% during 2023. This indicates that the central bank isn’t shying away from keeping rates elevated at levels last seen in 2007. That’s an intimidating prospect for crypto investors who have never navigated an environment where the federal funds rate is above 3%, let alone 5%. Fed Dot Plot Not everyone is taking the Fed’s predictions so seriously, however. “The Fed voters are the worst predictors of their own future votes,” Jordi Alexander, the CIO at Selini Capital, quipped. And still, despite the economic headwinds and FTX’s collapse, crypto investors may have already taken harder lumps earlier in the year — a Dec. 14 report from Chainalysis shows that realized losses from FTX’s collapse came in at $9B, compared with $20.5B stemming from the Terra/UST collapse and $33B after Celsius and Three Arrows Capital imploded. Realized Crypto Losses. Source: Chainalysis Looking forward to the next Federal Open Market Committee meeting, CME FedWatch shows a 75% probability of a 25 basis point hike in February 2023. ']"
Title,Summary
['Markets Rally Ahead Of Fed As US Inflation Cools'],"['Bitcoin and Ether Surge To 4-Week Highs By: yyctrader With all eyes on the Federal Reserve ahead of tomorrow’s crucial decision on interest rates, investors breathed a sigh of relief Tuesday after U.S. inflation numbers came in below expectations. Consumer prices rose at an annualized 7.1% in November, according to the Bureau of Labor Statistics. That was well below the 7.3% analysts anticipated, and the 7.7% recorded in October. Month-on-month inflation came in at 0.1%, and the Core CPI, which excludes food and energy due to their volatility, was an annualized 6%. The S&P 500 and Nasdaq rallied more than 2% in midday trading Eastern Time before giving up some ground. Bitcoin and Ether climbed more than 3% and hit their highest levels since Nov. 10. Investors are hoping cooling inflation will prompt the U.S. central bank to ease up on future rate increases. Despite the data, the probability of a 0.5% hike tomorrow remains around 80%, according to CME FedWatch. Target Rate Probabilities – CME FedWatch Liquid staking giant Lido, layer 2 rollup Optimism, and layer 1 blockchain Avalanche are among the day’s best performers, each up around 10% Decentralized derivatives protocols GMX and Gains Network (GNS) are up 50% and 30%, respectively, in the past 30 days. The total value locked (TVL) on GMX has crossed $900M for the first time. FTX’s collapse and the prevailing negative sentiment around centralized exchanges may be spurring traders to consider alternative platforms. Bankman-Fried Charged with Fraud and Conspiracy by Three U.S. Authorities ']"
Title,Summary
['Markets Rally After Powell Hints At Smaller Interest Rate Hikes'],"['Bitcoin and Ether Hit Three-Week Highs By: Aleksandar Gilbert Crypto markets rallied this week after US Federal Reserve Chairman Jerome Powell hinted that the next rate hike would be smaller than the mega-hikes of recent months. “The time for moderating the pace of rate increases may come as soon as the December meeting,” Powell said in a speech Wednesday at the Brookings Institution. The Federal Reserve has hiked interest rates by three-fourths of a percent at four consecutive meetings, the steepest rise in at least 40 years. The hikes, intended to cool the economy and thereby tackle soaring inflation, have pummeled stocks and crypto assets this year. Federal funds futures now indicate an 80% probability of a half-percent hike at the Fed’s next meeting on Dec. 14, according to CME FedWatch. Ether and Bitcoin hit three-week highs Wednesday, briefly topping $1,300 and $17,200 respectively. Fantom’s FTM and Yuga Labs’ APE were among the week’s top gainers, surging 32% and 22%. Binance’s BNB token and Ripple’s XRP are the only tokens with a top 10 market capitalization to have lost value over the past week, dropping about 4% each. Looking at DeFi, a pair of blue chip protocols posted sharp gains. Uniswap’s UNI token is up almost 10% in the past 24 hours and 18% over the past week, as its community considers a proposal to test second-order effects from monetizing the protocol. Aave is up almost 12% over the past week. Pilot Program Would Divert 10% Of Trading Fees From Three Liquidity Pools To Uniswap’s Treasury Other DeFi tokens to have jumped 20% or more over the preceding week include GMX, JOE, RPL and RBN. ']"
Title,Summary
['Crypto Perpetual Open Interest Dives 43% in Wake of FTX Collapse'],"['Binance Holds a Larger Piece of a Smaller Pie By: Tarang Khaitan As the shockwaves from the collapse of FTX continue to ripple through crypto, open interest in perpetual swaps has taken a massive hit. The now-defunct exchange accounted for nearly a quarter of the market prior to its downfall, according to data analytics firm Messari. Perpetuals Trading Volume. Source: Messari Cumulative open interest dropped 43% to $14B from close to $25B. Binance, the leading crypto exchange, managed to increase its market share by 9.6%. Meanwhile, DeFi protocols combined gained just 3%. The data were collected for the period between Nov. 8 and Nov. 14. “A limiting factor for DeFi’s ceiling remains expensive transactions and slow block times,” Messari said. Since being introduced in 2016 by Bitmex, perpetual swaps have become a staple of the industry. On Nov. 22, derivatives accounted for $156B in 24-hour trading volume, while spot volume on centralized exchanges stood at $76B. Meanwhile, spot trading volume on decentralized exchanges came in at just $2.81B. Perhaps the two most well-known DeFi protocols that offer perpetual swaps are GMX and dYdX. In the wake of FTX’s collapse, both protocols witnessed a brief spike in volumes, which sent their respective tokens soaring. dYdX’s titular token is up 25% in the past month while GMX has posted a 16.5% gain during the same period. This is in contrast to ETH which fell approximately 16%. As such, both dYdX and GMX have outperformed the broader markets. On Nov. 16, data from Nansen suggested a sharp increase in TVL and user metrics across many leading DeFi protocols including MakerDAO, Compound, Aave, and Curve. However, on Nov. 18, Chainalysis reported that most of the activity was coming from a single MEV bot. “This particular MEV bot has sent just under $19 billion to DEXes since November 4, making it the third-biggest source of funds sent to DEXes among all smart contracts,” Chainalysis said. ']"
Title,Summary
['Markets Rally After Binance Proposes ‘Industry Recovery Fund’'],"['DeFi Derivatives Surge as Traders Flee Exchanges By: Aleksandar Gilbert Crypto markets rallied early Monday after Binance CEO Changpeng Zhao (CZ) proposed to create an “industry recovery fund” that would invest in companies struggling to stay afloat in the wake of FTX’s collapse. Major cryptocurrencies spiked after Zhao’s announcement just after 1:30 a.m. New York time, despite few details about the proposed fund. Ether, Bitcoin and Binance’s own BNB token rallied around 4%. Solana, whose ecosystem has suffered more than that of any other major smart contract blockchain over the past week, jumped 13%. SOL Price. Source: TradingView “Given the events that transpired in the last week or so, there will be quite a number of good projects — they basically really didn’t do much wrong, they were building their products, they may have their funds on an exchange that went down,” Zhao said on a live Twitter broadcast Monday morning. “The best way to help them is [by] giving them money or investments. We actually think that this is a pretty good time to do it because most of those projects’ valuations are much more reasonable than they were a year ago.” Zhao also defended Binance as a safe place to park one’s crypto assets, insisting it did not participate in the risky and possibly illegal behavior that brought down FTX. “We don’t have loans, we don’t have debt, we don’t owe anybody money,” Zhao said. “We’re a very clean, very simple business.” Nevertheless, users have fled Binance and other centralized exchanges over the past week, according to a report from Glassnode. Bitcoin balances across all exchanges have dropped by 72,000 BTC since Nov. 6. Larger outflows were seen in only three periods in the past – Apr-2020, Nov-2020, and June to July 2022. More than a million Ether has been withdrawn from exchanges since Nov. 6. “This makes for the largest 30-day balance decline since September 2020 during the peak of ‘DeFi Summer’, where demand for ETH was sky high for use as collateral in smart contracts,” notes Glassnode. Meanwhile, exchanges have hemorrhaged stablecoins — tokens pegged to the value of fiat currencies, usually dollars. In the past week, $1.2B in stablecoins have been withdrawn from Binance, per Nansen data, while OKX, KuCoin, Kraken, Bitfinex and Huobi have each seen their stablecoin balances drop by more than $100M. Stablecoin balances at leading decentralized exchanges Uniswap and Curve have also dropped by hundreds of millions in the past week. Traders appear to be taking their business to DeFi protocols, however. Trading volume and fees collected by decentralized derivatives exchanges have spiked since Nov. 7. Trading volume on GMX, a derivatives exchange on the Arbitrum and Avalanche blockchains, more than doubled to more than $1B between Nov. 6 and Nov. 7. Trading Volume on GMX Trading volume on dYdX, the largest DeFi derivatives exchange by volume, exceeded $3.5B on Nov. 8, its highest level since May, according to data from Token Terminal. Trading Volume on dYdX Meanwhile, dYdX’s token is up 60% this month, according to data from The Defiant Terminal. “Regulatory pressures + the FTX situation is paving way for a massive increase of adoption for DeFi perp exchanges,” Pastry, a pseudonymous Twitter account that tracks DeFi metrics, wrote. “Currently, DEXs only capture 1.57% of futures volume compared to CEXs … expect this number to change rapidly.”']"
Title,Summary
['Investors Bargain Hunt as Inflation Report Spurs Market Rally'],"['Investors Bet Fed May Ease Off Rate Increases By: Aleksandar Gilbert Well that’s a relief. The crypto market rallied on Thursday after the U.S. government released data that shows inflation cooled in October to its lowest level since January. Investors seized on the good news amid the worst week for crypto since May, when the Terra ecosystem collapsed. Bargain hunters appeared to be scooping up tokens at heavily discounted rates even though FTX, the embattled crypto derivatives exchange, is desperately searching for a white knight to inject fresh capital in its depleted coffers. Ether jumped almost 7%, to almost $1,300 after plunging toward the $1,000 mark on Wednesday after Binance walked away from its emergency takeover of FTX. Bitcoin, which hit a two-year low Wednesday, jumped almost 6%, to $17,600. Solana and Polygon, whose native tokens had fallen especially sharply over the past several days, both jumped 12% each. With the annualized consumer price index falling to 7.7% from 8.2% in September, investors are betting the Federal Reserve may back off raising interest rates at 0.75% intervals, as it has been doing this year to dampen inflation. The U.S. Bureau of Labor Statistics released the data Thursday morning. FTX Desperately Trying to Raise Capital as Investors and Regulators Sift Through Fallout More than 80% of investors are betting on a .5% interest rate hike at the Fed’s next meeting, on Dec. 14, according to the CME FedWatch Tool. That would end a string of .75% hikes, the largest in decades. While that would be a boon for crypto and other high-risk, high-reward assets, the industry is still on a knife’s edge after the fate of FTX remains uncertain. Tether, the largest dollar-pegged stablecoin with a market cap of $67B, briefly slipped its peg around 8:30 a.m. Eastern time, dropping as low as 96 cents per token. It was edging back toward 98 cents in late morning trading.     ']"
Title,Summary
['Crypto Markets Whipsawed After Binance’s Deal To Acquire FTX Fuels Short-Lived Rally'],"['Solana Ecosystem Battered as FTT Crashes 85% By: yyctrader Crypto markets are on track for their worst day since June as investors are choosing to stay on the sidelines of the nascent industry while yet another centralized crypto player finds itself on the ropes. FTT, the native token of the FTX exchange, is down nearly 85%. Ether is down nearly 20% on the day while Bitcoin has dived 12% to its lowest level since December 2020. The last time crypto saw similar levels of volatility was back in June, when sharp losses were also driven by centralized players in dire financial straits. Celsius, a crypto lending platform with 1.7M users, filed for bankruptcy after freezing users’ assets, and crypto hedge fund Three Arrows Capital imploded after its leveraged bets went awry. Concerns over insolvency at crypto hedge fund Alameda Research and FTX, the fifth-largest exchange by trading volume, have gripped markets ever since surfacing late last week. FTX and Alameda are pillars of billionaire Sam Bankman-Fried’s crypto empire. FTT Price. Source: FTX Earlier in the day, markets staged a short-lived rally after Binance, the world’s largest crypto exchange, announced it had reached a preliminary agreement to acquire FTX. That rally quickly fell apart, however, and more than 400,000 leveraged traders have been liquidated in the past 24 hours.  “My read is that the bounce was mostly news traders buying on the perceived resolution of FTX fud, but the reality of the deal means that FTX (and probably Alameda) has deep issues which could have very real spillover into the rest of the market…SOL is the obvious one but it all really depends on what the status of Alameda is. Which is unknown,” Will Sheehan of Parsec Finance told The Defiant. Investors are waiting to see whether the deal goes through and withdrawing their digital assets while they can, rather than risking having them frozen, said Marius Ciubotariu, core contributor to Hubble Protocol and Kamino Finance on Solana. “This acquisition is completely unexpected by anybody in the industry. I suspect even CZ. As such it’s going to make people derisk significantly. Not least because they can withdraw at the moment,” Ciubotariu said in an email. “Few will want to wait for a Celsius-like situation where they are locked in for the foreseeable future.” Ciubotariu believes this event could “lead to cascading liquidations and large numbers of people leaving crypto.” Binance Agrees to Bail Out Rival After FTT Token Collapses Reuters reports that withdrawals from FTX.com have been paused after the exchange saw over $6B in net outflows in the past three days. The issue is expected to be resolved “in the near future,” according to a message sent to staff by Bankman-Fried. Tokens in the Solana ecosystem are among the hardest hit, with the blockchain’s native SOL token down by a third to $22, a level last seen in July 2021. SOL Price. Source: FTX Alameda is a longstanding supporter of the Solana project, having backed numerous startups in the ecosystem. Major decentralized exchanges (DEXs) like Serum (SRM) and Raydium (RAY) have lost over a quarter of their value today. “As one of the main driving forces that had pushed the whole space forward during the bull run, the FTX buyout has potential implications for tens of thousands of users and hundreds of projects. The main question mark remaining hanging over the market is about the status of Alameda after the buyout,” Kiril Nikolov, DeFi strategist at crypto lender Nexo, told The Defiant. For the moment, the damage seems limited to crypto as major stock markets are trading flat after rallying earlier in the day. Investors will be looking to the U.S inflation data on Thursday to glean clues as to the Federal Reserve’s next move. Federal fund futures currently indicate a 57% probability of a 0.50% hike at the U.S. central bank’s next meeting on Dec. 14. Fed Target Rate Probabilities. Source: CME FedWatch']"
Title,Summary
['Binance to Take Over FTX After Insolvency Concerns Spark Market Rout'],"[""Binance Agrees to Bail Out Rival After FTT Token Collapses By: Aleksandar Gilbert Binance, the world’s largest crypto exchange, plans to execute an emergency takeover of FTX, the crypto derivatives platform that has been hit with a crisis of confidence as its FTT token lost more than a quarter of its value on Monday, Changpeng Zhao, Binance’s CEO, said in a Twitter thread Tuesday.Fears had mounted that FTX and its sister company, Alameda Research, did not have enough liquidity to cover its trading positions and debt obligations. Zhao said FTX had asked for its help on Tuesday. “To protect users, we signed a non-binding LOI, intending to fully acquire FTX.com and help cover the liquidity crunch,” Zhao, better known as CZ, tweeted just after 11 a.m. New York time. “We will be conducting a full DD [due diligence] in the coming days.” An LOI is a Letter of Intent to acquire a company.No terms for the deal have been disclosed. FTX was valued at $32B following a fundraising round in January, according to TechCrunch. Zhao had actually put pressure on FTX, which did $13B in trading volume yesterday, over the weekend by announcing Binance would start dumping its FTT position over the next few weeks. Binance had been an equity investor in FTX but sold its stake last year, pocketing $2.1B in BUSD and FTT tokens. FTT and Binance’s BNB token rallied after the announcement, jumping 26% and 12%, respectively. Ether and Bitcoin rose 7% and 3%, respectively. In his own announcement, FTX founder Sam Bankman-Fried said things had come “full circle.” Binance's Move to Sell FTT Position Triggers 22% Plunge as FTX Scrambles to Shore Up Liquidity “FTX.com’s first, and last, investors are the same: we have come to an agreement on a strategic transaction with Binance forFTX.com,” he tweeted. “I know that there have been rumors in media of conflict between our two exchanges, however Binance has shown time and again that they are committed to a more decentralized global economy while working to improve industry relations with regulators. We are in the best of hands.” The deal would not impact FTX’s US business, which is a separate entity, Bankman-Fried added. Binance has the discretion to pull out of the deal at any time, according to CZ. “There is a lot to cover and will take some time. This is a highly dynamic situation, and we are assessing the situation in real-time,” he tweeted. Crypto Twitter exploded with incredulous, and angry, reactions to news of the deal.“Liquidity crunch. I thought your deposits were backed 1:1,” tweeted Dylan LeClair, a senior analyst at UTXO Management. “Or was your ‘proprietary trading desk’ directionally trading using user funds?” Ari Paul, the CIO of BlockTower Capital, questioned why an FTX bail out was necessary for liquidity when customer deposits can’t be legally lent out. “I’ll be curious to learn from forthcoming details,” he tweeted. “I’d suggest one question for the industry at this point – if same happens with Binance, who backstops? The shock deal is a dramatic turnabout for Bankman-Fried, a billionaire who has styled himself as an ambassador for the cryptocurrency industry and tried to be a bridge to the world of traditional finance, as well as Washington D.C. An MIT-educated physicist, Bankman-Fried got his start in TradFi as a trader of exchange-traded funds. He founded Alameda Research as a quantitative hedge fund in 2017. Two years later he set up FTX in Hong Kong and it quickly became a powerhouse in the crypto derivatives markets.Last spring, the 30-year-old entrepreneur co-hosted the glitzy Crypto Bahamas Conference with Anthony Scaramucci, the hedge fund impresario. Among the highlights, Bankman-Fried moderated a discussion on global affairs with former U.S. President Bill Clinton and Tony Blair, the former prime minister of the U.K. Yet FTX’s fortunes unraveled rapidly after CoinDesk published a story on Nov. 2 reporting that Alameda Research, a crypto hedge fund, had 40% of its balance sheet tied up in FTT instead of an independent asset such as Bitcoin or the U.S. dollar. In crypto, just as in the rest of finance, confidence is the lifeblood of major players and soon as skepticism arose about the true strength of Alameda and FTX the token came into question and triggered a classic run on the bank. On Tuesday, The Defiant reported that FTX’s reserves were under siege as investors withdrew $1.2B worth of Ether and ERC-20 in a 24-hour period, and only $540M of deposits came in. As for Zhao, the deal seals a huge victory and major bragging rights in the clash of crypto titans. Born in China, he moved to Canada at an early age and studied computer science at McGill University. Prior to founding Binance in 2017, he worked for OKCoin, Blockchain.info and Bloomberg Tradebook. He’s currently ranked 75th on Bloomberg’s Billionaire Index with a reported net worth of $18.3B. The trouble started last week after CoinDesk’s report raised eyebrows among investors. According to an Alameda document reviewed by CoinDesk, FTT accounted for $5.8B or 40% of Alameda’s $14.6B balance sheet as of June 30. FTT’s circulating supply was valued at $3.3B on that date, according to CoinMarketCap, meaning that more than a third of Alameda’s assets were tied to a position that may be too big to sell without crashing the market. FTX Honcho Roiled DeFi With Proposed 'Industry Norms' While FTX and Alameda had commanded a lot of respect in the marketplace there was a nagging vibe that there wasn’t a lot of transparency between their symbiosis. Many major players in TradFi and DeFi have been undone by relying too heavily on one asset to underpin balance sheets and debt obligations, as well as trades in the derivatives market. If Alameda was doing the same thing with a fabricated currency like FTT, that was worrisome. When CZ announced Binance would sell the entirety of its FTT holdings, citing the CoinDesk report, that triggered fear and selling. Meanwhile, FTT began to plummet in value, dropping from $22 per token midday Monday to about $17 Monday night, where it held steady for several hours. Observers suggested FTX was selling its reserve of SOL tokens in order to raise capital with which it could buy FTT, keeping the latter’s price from dropping further. “Kinda telling that the moment FTT is flirting with that $22 line the infinite SOL $30 bid drops away. Decisions were made,” Adam Cochran, of Synthetix, tweeted. LeClaire said FTX’s behavior resembled “an emerging market central bank attempting to defend its currency against speculators right now.” “Okay, so you can absorb $500 million of spot selling of your own token from CZ, great,” he added. “But can you absorb all of the speculators on Binance piling on short on the suspicion that you’re leveraged?” FTT eventually fell to $14.60 Monday morning. Sol fell from $32 per token to about $25 per token. Early Monday, FTX’s international hot wallet stopped processing customer withdrawals, according to The Block. Bankman-Fried and Alameda CEO Caroline Ellison had declined to talk comment to CoinDesk in the original article, the publication said. But they scrambled on Twitter to deny what they characterized as rumors there was weakness in Alameda’s model. Ellison insisted the document reviewed by CoinDesk only covered “a subset of our corporate entities.” Bankman-Fried accused “a competitor” of “trying to go after us with false rumors.” “FTX is fine,” he tweeted. “Assets are fine.” But that did not assuage depositors, who began a run on the exchange. And now FTX, which had bestowed its name on the Miami Heat’s arena and advertised in the mainstream publications such as The New Yorker magazine with the likes if supermodel Gisele Bundchen, will be owned by its archrival. While investors may breathe a sigh of relief that FTX has been stabilized, some market veterans warn that the risks of catastrophic failure haven’t gone away. Timo Lehes, a co-founder of Swarm, a Germany-based crypto exchange, said risk is now concentrated in Binance.“The level of consolidation means Binance is now too big to fail,” Lehes said. “Its success is now crucial to the systemic operations of the crypto industry.” — with reporting assistance from Tarang Khaitan, Owen Fernau, and yyctrader. Updated on Tuesday with biographical information on Bankman-Fried and Zhao and details about FTX and Alameda’s positions.""]"
Title,Summary
